expedition,accession,family,genus,species_epithet,locality,date,latitude,longitude,elevation,county,location,locality_habitat,plant_description,RNA,historical,Photo notes,HUH,NYBG,KIB,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE388,Orobanchaceae,Pedicularis,kansuensis,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,Batang,Road from Batang to Litang.,Wet meadow and rolling hills.,Flowers purple.,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE389,Orobanchaceae,Pedicularis,anas,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,Batang,Road from Batang to Litang.,Wet meadow and rolling hills.,Flowers purple.,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE390,Orobanchaceae,Pedicularis,lachnoglossa,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,Batang,Road from Batang to Litang.,Wet meadow and rolling hills.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE391,Orobanchaceae,Pedicularis,sphaerantha,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,Batang,Road from Batang to Litang.,Wet meadow and rolling hills.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE392,Orobanchaceae,Pedicularis,siphonantha,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,Batang,Road from Batang to Litang.,Wet meadow and rolling hills.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE393,Orobanchaceae,Pedicularis,rhinanthoides,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,Batang,Road from Batang to Litang.,Wet meadow and rolling hills.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE394,Orobanchaceae,Pedicularis,latituba,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,Batang,Road from Batang to Litang.,Wet meadow and rolling hills.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE395,Orobanchaceae,Pedicularis,longiflora var. tubiformes,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,Batang,Road from Batang to Litang.,Wet meadow and rolling hills.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE396,Orobanchaceae,Pedicularis,integrifolia,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,Batang,Road from Batang to Litang.,Wet meadow and rolling hills.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE397,Orobanchaceae,Pedicularis,ingens,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,Litang,On road from Litang to Xinlong just beyond first pass.,Wet meadow and Rhododendron thicket.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE398,Orobanchaceae,Pedicularis,rhodotricha,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,Litang,On road from Litang to Xinlong just beyond first pass.,Wet meadow and Rhododendron thicket.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE399,Orobanchaceae,Pedicularis,lophotricha,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,Litang,On road from Litang to Xinlong just beyond first pass.,Wet meadow and Rhododendron thicket.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE400,Orobanchaceae,Pedicularis,siphonantha,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,Litang,On road from Litang to Xinlong just beyond first pass.,Wet meadow and Rhododendron thicket.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE401,Orobanchaceae,Pedicularis,cranolopha,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,Litang,On road from Litang to Xinlong just beyond first pass.,Wet meadow and Rhododendron thicket.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE402,Orobanchaceae,Pedicularis,longiflora,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,Litang,On road from Litang to Xinlong just beyond first pass.,Wet meadow and Rhododendron thicket.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE403,Orobanchaceae,Pedicularis,cephalantha,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,Litang,On road from Litang to Xinlong just beyond first pass.,Wet meadow and Rhododendron thicket.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE404,Orobanchaceae,Pedicularis,kansuensis,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,Litang,On road from Litang to Xinlong just beyond first pass.,Wet meadow and Rhododendron thicket.,Flowers purple.,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE405,Orobanchaceae,Pedicularis,rhinanthoides,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,Litang,On road from Litang to Xinlong just beyond first pass.,Wet meadow and Rhododendron thicket.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE476,Orobanchaceae,Pedicularis,siphonantha subsp. delavayi,82,7/19/2018,"30°13'23.7"" N","100°15'51.4"" E",4350,Litang,At high pass on road from Litang to Xinlong.,Wet meadow and stunted shrubs.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE406,Orobanchaceae,Pedicularis,latituba,82,7/19/2018,"30°13'23.7"" N","100°15'51.4"" E",4350,Litang,At high pass on road from Litang to Xinlong.,Wet meadow and stunted shrubs.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE407,Orobanchaceae,Pedicularis,przewalskii,82,7/19/2018,"30°13'23.7"" N","100°15'51.4"" E",4350,Litang,At high pass on road from Litang to Xinlong.,Wet meadow and stunted shrubs.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE408,Orobanchaceae,Pedicularis,rhychodonta,82,7/19/2018,"30°13'23.7"" N","100°15'51.4"" E",4350,Litang,At high pass on road from Litang to Xinlong.,Wet meadow and stunted shrubs.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE409,Orobanchaceae,Pedicularis,anas,82,7/19/2018,"30°13'23.7"" N","100°15'51.4"" E",4350,Litang,At high pass on road from Litang to Xinlong.,Wet meadow and stunted shrubs.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE410,Orobanchaceae,Pedicularis,integrifolia,82,7/19/2018,"30°13'23.7"" N","100°15'51.4"" E",4350,Litang,At high pass on road from Litang to Xinlong.,Wet meadow and stunted shrubs.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE411,Orobanchaceae,Pedicularis,siphonantha,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,Litang,On road from Litang to Sanduixiang.,Dry meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE412,Orobanchaceae,Pedicularis,densispica,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,Litang,On road from Litang to Sanduixiang.,Dry meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE413,Orobanchaceae,Pedicularis,cyathophylla,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,Litang,On road from Litang to Sanduixiang.,Dry meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE414,Orobanchaceae,Pedicularis,cranolopha,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,Litang,On road from Litang to Sanduixiang.,Dry meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE415,Orobanchaceae,Pedicularis,lachnoglossa,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,Litang,On road from Litang to Sanduixiang.,Dry meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE416,Orobanchaceae,Pedicularis,integrifolia,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,Litang,On road from Litang to Sanduixiang.,Dry meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE417,Orobanchaceae,Pedicularis,kansuensis,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,Litang,On road from Litang to Sanduixiang.,Dry meadow near stream.,Flowers purple.,,,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE418,Orobanchaceae,Phtheirospermum,tenuisecta,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,Litang,On road from Litang to Sanduixiang.,Dry meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE419,Orobanchaceae,Pedicularis,lachnoglossa,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,Daocheng,On road from Sanduixiang to Daocheng.,"Wet meadow, disturbed with scattered boulders and shrubs.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE420,Orobanchaceae,Pedicularis,kansuensis,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,Daocheng,On road from Sanduixiang to Daocheng.,"Wet meadow, disturbed with scattered boulders and shrubs.",Flowers purple.,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE421,Orobanchaceae,Pedicularis,cyathophylla,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,Daocheng,On road from Sanduixiang to Daocheng.,"Wet meadow, disturbed with scattered boulders and shrubs.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE422,Orobanchaceae,Pedicularis,integrifolia,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,Daocheng,On road from Sanduixiang to Daocheng.,"Wet meadow, disturbed with scattered boulders and shrubs.",,,,,1,4,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE423,Orobanchaceae,Pedicularis,siphonantha,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,Daocheng,On road from Sanduixiang to Daocheng.,"Wet meadow, disturbed with scattered boulders and shrubs.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE424,Orobanchaceae,Pedicularis,longiflora,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,Daocheng,On road from Sanduixiang to Daocheng.,"Wet meadow, disturbed with scattered boulders and shrubs.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE425,Orobanchaceae,Pedicularis,rhinanthoides,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,Daocheng,On road from Sanduixiang to Daocheng.,"Wet meadow, disturbed with scattered boulders and shrubs.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE426,Orobanchaceae,Pedicularis,densispica,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,Daocheng,On road from Sanduixiang to Daocheng.,"Wet meadow, disturbed with scattered boulders and shrubs.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE427,Droseraceae,Drosera,peltata,85,7/20/2018,"28°36'1"" N","100°17'12"" E",3300,Daocheng,Road from Yading to Sanduixiang.,Dry rocky scrub habitat near agricultural fields.,,,HUH locality 71.,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE428,Orobanchaceae,Pedicularis,thamnophila,85,7/20/2018,"28°36'1"" N","100°17'12"" E",3300,Daocheng,Road from Yading to Sanduixiang.,Dry rocky scrub habitat near agricultural fields.,,,HUH locality 71.,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE429,Orobanchaceae,Pedicularis,pseudomelampyriflora,85,7/20/2018,"28°36'1"" N","100°17'12"" E",3300,Daocheng,Road from Yading to Sanduixiang.,Dry rocky scrub habitat near agricultural fields.,,,HUH locality 71.,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE430,Orobanchaceae,Pedicularis,axillaris,86,7/20/2018,"28°44'47"" N","100°16'9"" E",3904,Daocheng,On road from Yading to Sanduixiang.,Wet meadow near stream.,,,,,1,2,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE431,Orobanchaceae,Pedicularis,confertiflora subsp. confertiflora,86,7/20/2018,"28°44'47"" N","100°16'9"" E",3904,Daocheng,On road from Yading to Sanduixiang.,Wet meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE432,Orobanchaceae,Pedicularis,siphonantha,86,7/20/2018,"28°44'47"" N","100°16'9"" E",3904,Daocheng,On road from Yading to Sanduixiang.,Wet meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE433,Orobanchaceae,Pedicularis,integrifolia,86,7/20/2018,"28°44'47"" N","100°16'9"" E",3904,Daocheng,On road from Yading to Sanduixiang.,Wet meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE434,Orobanchaceae,Pedicularis,rhinanthoides,86,7/20/2018,"28°44'47"" N","100°16'9"" E",3904,Daocheng,On road from Yading to Sanduixiang.,Wet meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE435,Orobanchaceae,Pedicularis,densispica,86,7/20/2018,"28°44'47"" N","100°16'9"" E",3904,Daocheng,On road from Yading to Sanduixiang.,Wet meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE436,Orobanchaceae,Pedicularis,longiflora,86,7/20/2018,"28°44'47"" N","100°16'9"" E",3904,Daocheng,On road from Yading to Sanduixiang.,Wet meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE437,Orobanchaceae,Pedicularis,lachnoglossa,86,7/20/2018,"28°44'47"" N","100°16'9"" E",3904,Daocheng,On road from Yading to Sanduixiang.,Wet meadow near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE438,Orobanchaceae,Pedicularis,kansuensis,86,7/20/2018,"28°44'47"" N","100°16'9"" E",3904,Daocheng,On road from Yading to Sanduixiang.,Wet meadow near stream.,Flowers purple.,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE439,Orobanchaceae,Pedicularis,rhodotricha,87,7/20/2018,"29°06'44"" N","100°01'58"" E",4291,Xiangcheng,On road from Sanduixiang to Xiangcheng.,Rhododendron thicket.,,,Historical HUH site.,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE440,Orobanchaceae,Pedicularis,rhychodonta,87,7/20/2018,"29°06'44"" N","100°01'58"" E",4291,Xiangcheng,On road from Sanduixiang to Xiangcheng.,Rhododendron thicket.,,,Historical HUH site.,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE441,Orobanchaceae,Pedicularis,rupicola,88,7/20/2018,"29°07'21.3"" N","99°59'51.0"" E",3950,Xiangcheng,On road from Sanduixiang to Xiangcheng.,Rocky forested area.,,,Historical HUH site w/ P. cyathophylla and rupicola.,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE442,Orobanchaceae,Pedicularis,densispica,89,7/20/2018,"29°08'33.4"" N","99°55'47.3"" E",3509,Xiangcheng,On road from Sanduixiang to Xiangcheng.,Pine dominated forest with scattered open dry meadows.,,,Historical HUH site.,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE443,Orobanchaceae,Pedicularis,lachnoglossa,89,7/20/2018,"29°08'33.4"" N","99°55'47.3"" E",3509,Xiangcheng,On road from Sanduixiang to Xiangcheng.,Pine dominated forest with scattered open dry meadows.,,,Historical HUH site.,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE444,Orobanchaceae,Pedicularis,pseudomelampyriflora,90,7/20/2018,"29°05'4.5"" N","99°53'49.0"" E",2967,Xiangcheng,Near Xiangcheng on road from Sanduixiang.,Dry scrubby thorny brush on disturbed slope.,,,Historical HUH site for P. pseudomelampyriflora.,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE445,Orobanchaceae,Phtheirospermum,tenuisecta,90,7/20/2018,"29°05'4.5"" N","99°53'49.0"" E",2967,Xiangcheng,Near Xiangcheng on road from Sanduixiang.,Dry scrubby thorny brush on disturbed slope.,,,Historical HUH site for P. pseudomelampyriflora.,,1,2,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE446,Orobanchaceae,Pedicularis,thamnophila,91,7/21/2018,"28°58'26.9"" N","99°45'29.1"" E",3558,Xiangcheng,On side of road from Xiangcheng to Derong.,"Steep, wet shrubby slope.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE447,Orobanchaceae,Pedicularis,ingens,92,7/21/2018,"28°57'20.0"" N","99°45'11.9"" E",3960,Xiangcheng,,Steep slopes in forest pine area. Rocky.,,,,,1,2,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE448,Orobanchaceae,Pedicularis,kansuensis,92,7/21/2018,"28°57'20.0"" N","99°45'11.9"" E",3960,Xiangcheng,,Steep slopes in forest pine area. Rocky.,Flowers dark purple.,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE449,Orobanchaceae,Pedicularis,cyathophylla,92,7/21/2018,"28°57'20.0"" N","99°45'11.9"" E",3960,Xiangcheng,,Steep slopes in forest pine area. Rocky.,,,,,1,2,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE450,Orobanchaceae,Pedicularis,cranolopha,93,7/21/2018,"28°59'46.5"" N","99°44'41.7"" E",4154,Xiangcheng,,"Alpine turf meadow, rocky with patches of moss, many cushion plants, and scattered pines.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE451,Orobanchaceae,Pedicularis,siphonantha,93,7/21/2018,"28°59'46.5"" N","99°44'41.7"" E",4154,Xiangcheng,,"Alpine turf meadow, rocky with patches of moss, many cushion plants, and scattered pines.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE452,Orobanchaceae,Pedicularis,rhodotricha,93,7/21/2018,"28°59'46.5"" N","99°44'41.7"" E",4154,Xiangcheng,,"Alpine turf meadow, rocky with patches of moss, many cushion plants, and scattered pines.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE453,Orobanchaceae,Pedicularis,brachycrania,93,7/21/2018,"28°59'46.5"" N","99°44'41.7"" E",4154,Xiangcheng,,"Alpine turf meadow, rocky with patches of moss, many cushion plants, and scattered pines.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE454,Orobanchaceae,Pedicularis,axillaris,94,7/21/2018,"29°02'28.9"" N","99°42'16.4"" E",3700,Xiangcheng,Road from Xiangcheng to Redaxiang.,Mossy understory of pine forest. Dry meadow. Very clay rich soil.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE455,Orobanchaceae,Pedicularis,thamnophila,94,7/21/2018,"29°02'28.9"" N","99°42'16.4"" E",3700,Xiangcheng,Road from Xiangcheng to Redaxiang.,Mossy understory of pine forest. Dry meadow. Very clay rich soil.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE456,Orobanchaceae,Pedicularis,cranolopha,95,7/21/2018,"29°04'25.8"" N","99°40'34.7"" E",3427,Xiangcheng,Road from Xiangcheng to Redaxiang.,Hummus rich black soil. Dry meadow and pine forest.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE457,Orobanchaceae,Pedicularis,axillaris,95,7/21/2018,"29°04'25.8"" N","99°40'34.7"" E",3427,Xiangcheng,Road from Xiangcheng to Redaxiang.,Hummus rich black soil. Dry meadow and pine forest.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE458,Orobanchaceae,Pedicularis,densispica,95,7/21/2018,"29°04'25.8"" N","99°40'34.7"" E",3427,Xiangcheng,Road from Xiangcheng to Redaxiang.,Hummus rich black soil. Dry meadow and pine forest.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE459,Orobanchaceae,Pedicularis,rex,95,7/21/2018,"29°04'25.8"" N","99°40'34.7"" E",3427,Xiangcheng,Road from Xiangcheng to Redaxiang.,Hummus rich black soil. Dry meadow and pine forest.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE460,Orobanchaceae,Phtheirospermum,tenuisecta,95,7/21/2018,"29°04'25.8"" N","99°40'34.7"" E",3427,Xiangcheng,Road from Xiangcheng to Redaxiang.,Hummus rich black soil. Dry meadow and pine forest.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE461,Orobanchaceae,Pedicularis,dichotoma,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,Shangri-La,At the base of Wufeng Mountain east of Shangri-La city.,"Rocky meadow with many shrubs, edge of pine forest.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE462,Droseraceae,Drosera,sp.,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,Shangri-La,At the base of Wufeng Mountain east of Shangri-La city.,"Rocky meadow with many shrubs, edge of pine forest.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE463,Orobanchaceae,Pedicularis,integrifolia,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,Shangri-La,At the base of Wufeng Mountain east of Shangri-La city.,"Rocky meadow with many shrubs, edge of pine forest.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE464,Orobanchaceae,Pedicularis,longiflora,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,Shangri-La,At the base of Wufeng Mountain east of Shangri-La city.,"Rocky meadow with many shrubs, edge of pine forest.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE465,Orobanchaceae,Pedicularis,rhinanthoides,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,Shangri-La,At the base of Wufeng Mountain east of Shangri-La city.,"Rocky meadow with many shrubs, edge of pine forest.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE466,Orobanchaceae,Pedicularis,densispica,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,Shangri-La,At the base of Wufeng Mountain east of Shangri-La city.,"Rocky meadow with many shrubs, edge of pine forest.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE467,Orobanchaceae,Pedicularis,decora,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,Shangri-La,At the base of Wufeng Mountain east of Shangri-La city.,"Rocky meadow with many shrubs, edge of pine forest.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE468,Orobanchaceae,Pedicularis,rex,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,Shangri-La,At the base of Wufeng Mountain east of Shangri-La city.,"Rocky meadow with many shrubs, edge of pine forest.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE469,Orobanchaceae,Pedicularis,siphonantha,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,Shangri-La,At the base of Wufeng Mountain east of Shangri-La city.,"Rocky meadow with many shrubs, edge of pine forest.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE470,Orobanchaceae,Pedicularis,oxycarpa,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,Shangri-La,At the base of Wufeng Mountain east of Shangri-La city.,"Rocky meadow with many shrubs, edge of pine forest.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE471,Orobanchaceae,Pedicularis,rex,97,7/22/2018,"27°48'42.5"" N","99°45'58.8"" E",3400,Shangri-La,Just outside Pudacuo National Park east of Shangri-La city.,On steep rocky cliff.,,,,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE472,Orobanchaceae,Pedicularis,densispica,97,7/22/2018,"27°48'42.5"" N","99°45'58.8"" E",3400,Shangri-La,Just outside Pudacuo National Park east of Shangri-La city.,On steep rocky cliff.,,,,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE473,Orobanchaceae,Pedicularis,integrifolia,97,7/22/2018,"27°48'42.5"" N","99°45'58.8"" E",3400,Shangri-La,Just outside Pudacuo National Park east of Shangri-La city.,On steep rocky cliff.,,,,,1,0,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE474,Orobanchaceae,Pedicularis,confertiflora,97,7/22/2018,"27°48'42.5"" N","99°45'58.8"" E",3400,Shangri-La,Just outside Pudacuo National Park east of Shangri-La city.,On steep rocky cliff.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE475,Orobanchaceae,Pedicularis,tricolor,97,7/22/2018,"27°48'42.5"" N","99°45'58.8"" E",3400,Shangri-La,Just outside Pudacuo National Park east of Shangri-La city.,On steep rocky cliff.,,,,,1,1,1,,,,,,,,,,,,
"2019 Eaton, McKenzie, Meek, Jin",DE779,Orobanchaceae,Pedicularis,gracilituba,98,7/4/2019,"28°07'01"" N","101°10'27.3"" E",3645,Muli,On offroad from S 216 North of Muli.,"Wet forest understory, mossy.",-,,,,1,1,1,,,,,,,,,,,,
"2019 Eaton, McKenzie, Meek, Jin",DE477,Orobanchaceae,Pedicularis,thamnophila,98,7/4/2019,"28°07'01"" N","101°10'27.3"" E",3645,Muli,On offroad from S 216 North of Muli.,"Wet forest understory, mossy.",-,,,,1,1,1,,,,,,,,,,,,
"2019 Eaton, McKenzie, Meek, Jin",DE478,Orobanchaceae,Pedicularis,thamnophila,99,7/4/2019,"28°07'44.8"" N","101°09'40.5"" E",3720,Muli,"On offroad from S 216 North of Muli, near ridge with prayer flags.",Wet meadow.,-,,,,1,1,1,,,,,,,,,,,,
